OrderID,PurchaseDate,CustomerType,Region,ProductColor,ProcessingDays,PaymentMethod,LoyaltyMember,StoreBranch,EmployeeName
ORD102574,2023-03-12,Individual,N,Blue,15,DebitCard,No,A,Jordan
ORD102575,2023-05-28,Corporate,north,Blue,3,DebitCard,No,D,Avery
ORD102576,2023-10-05,CORPORATE,East,Yellow,5,Paypal,Yes,C,Morgan
ORD102577,2023-05-30,Corporate,north,Black,11,Cash,No,B,Riley
ORD102578,2023-09-15,individual,East,White,6,DebitCard,Yes,D,Alex
ORD102579,2023-02-03,Corporate,north,Black,16,Paypal,No,D,Casey
ORD102580,2023-04-23,Individual,East,Yellow,17,DebitCard,No,B,Riley
ORD102581,2023-01-13,corporate,South,Red,8,CreditCard,No,D,Morgan
ORD102582,2023-01-06,Corporate,East,Blue,11,CreditCard,No,C,Alex
ORD102583,2023-06-04,INDIVIDUAL,South,Blue,10,DebitCard,Yes,D,Jamie
ORD102584,2023-02-24,Corporate,West,Green,16,Cash,Yes,A,Morgan
ORD102585,2023-08-06,Corporate,West,Yellow,15,CreditCard,Yes,D,Alex
ORD102586,2023-11-04,Individual,East,Green,10,Paypal,No,A,Jordan
ORD102587,2023-02-08,Corporate,South,Black,5,DebitCard,Yes,B,Jamie
ORD102588,2023-01-08,individual,West,Green,17,Paypal,No,B,Avery
ORD102589,2023-06-11,Corporate,South,Blue,15,CreditCard,No,D,Morgan
ORD102590,2023-04-28,corporate,West,Blue,15,Cash,Yes,D,Casey
ORD102591,2023-01-24,corporate,West,White,11,Paypal,No,B,Avery
ORD102592,2023-03-17,Corporate,West,Black,18,CreditCard,No,A,Casey
ORD102593,2023-02-21,Corporate,West,White,19,CreditCard,No,B,Morgan
ORD102594,2023-07-08,Individual,West,Blue,3,CreditCard,No,B,Alex
ORD102595,2023-02-06,corporate,West,,15,Paypal,No,A,Avery
ORD102596,2023-07-13,individual,South,Blue,9,CreditCard,Yes,B,Avery
ORD102597,2023-09-01,INDIVIDUAL,West,Blue,5,DebitCard,No,D,Morgan
ORD102598,2023-07-06,individual,South,,15,CreditCard,No,D,Riley
ORD102599,2023-10-09,Individual,norte,Red,15,DebitCard,Yes,B,Jamie
ORD102600,2023-07-18,Corporate,West,Yellow,13,Cash,No,D,Taylor
ORD102601,2023-12-24,Individual,North,Blue,11,DebitCard,Yes,C,Avery
ORD102602,2023-05-29,corporate,South,Yellow,12,Cash,Yes,B,Casey
ORD102603,2023-07-26,individual,north,White,15,Cash,No,C,Avery
ORD102604,2023-05-06,Individual,West,Red,18,DebitCard,No,B,Avery
ORD102605,2023-04-29,Corporate,north,Yellow,21,Cash,No,B,Alex
ORD102606,2023-12-08,Individual,N,Blue,5,DebitCard,Yes,C,Jordan
ORD102607,2023-11-11,individual,N,Yellow,3,Paypal,No,B,Avery
ORD102608,2023-06-18,Corporate,South,Red,14,Cash,No,D,Morgan
ORD102609,2023-04-30,Individual,South,Red,3,DebitCard,Yes,C,Jamie
ORD102610,2023-06-08,corporate,North,Red,17,Cash,No,B,Morgan
ORD102611,2023-10-09,Individual,East,Blue,5,CreditCard,No,D,Jordan
ORD102612,2023-02-16,individual,N,White,14,DebitCard,No,C,Jamie
ORD102613,2023-02-17,corporate,East,Red,14,CreditCard,Yes,C,Jordan
ORD102614,2023-01-02,individual,N,Red,11,Cash,Yes,D,Jamie
ORD102615,2023-06-16,Individual,norte,Green,8,Cash,No,B,Taylor
ORD102616,2023-01-09,individual,East,Red,21,Paypal,No,B,Casey
ORD102617,2023-03-02,individual,South,Black,19,DebitCard,No,C,Jamie
ORD102618,2023-05-22,corporate,West,,4,CreditCard,Yes,A,Jordan
ORD102619,2023-09-13,individual,North,Green,208,Paypal,No,B,Alex
ORD102620,2023-08-04,corporate,West,White,10,Cash,No,B,Avery
ORD102621,2023-05-13,corporate,norte,Yellow,8,Cash,Yes,D,Casey
ORD102622,2023-03-21,INDIVIDUAL,North,Blue,20,Paypal,No,A,Avery
ORD102623,2023-09-09,CORPORATE,West,Yellow,5,CreditCard,No,A,Riley
ORD102624,2023-09-16,individual,West,Green,11,Cash,Yes,C,Taylor
ORD102625,2023-10-27,CORPORATE,East,Yellow,12,Cash,Yes,D,Morgan
ORD102626,2023-08-06,Individual,East,White,16,DebitCard,No,D,Taylor
ORD102627,2023-03-04,Corporate,South,Green,8,Paypal,No,B,Taylor
ORD102628,2023-06-13,INDIVIDUAL,South,White,12,Cash,No,C,Morgan
ORD102629,2023-08-30,individual,West,Black,5,CreditCard,No,B,Jamie
ORD102630,2023-05-07,Corporate,North,Green,5,DebitCard,Yes,A,Avery
ORD102631,2023-10-10,Corporate,South,Yellow,21,Paypal,No,D,Taylor
ORD102632,2023-06-22,Individual,north,Red,8,CreditCard,No,C,Avery
ORD102633,2023-06-14,Individual,norte,,18,Cash,Yes,B,Casey
ORD102634,2023-02-26,Corporate,South,Yellow,8,Paypal,No,B,Avery
ORD102635,2023-03-12,Corporate,East,Blue,9,Paypal,Yes,A,Taylor
ORD102636,2023-10-07,CORPORATE,N,Red,5,CreditCard,Yes,D,Alex
ORD102637,2023-02-09,corporate,East,Yellow,6,Paypal,Yes,A,Casey
ORD102638,2023-08-18,CORPORATE,North,Blue,8,CreditCard,Yes,B,Alex
ORD102639,2023-09-10,Corporate,South,Blue,17,Cash,No,D,Casey
ORD102640,2023-06-18,individual,norte,Green,14,DebitCard,No,D,Jordan
ORD102641,2023-02-20,Individual,norte,Red,7,CreditCard,No,A,Morgan
ORD102642,2023-03-10,corporate,South,Green,8,DebitCard,No,D,Casey
ORD102643,2023-04-30,Corporate,north,Red,3,Paypal,No,A,Casey
ORD102644,2023-10-31,Individual,East,Blue,8,CreditCard,No,D,Jamie
ORD102645,2023-07-10,individual,South,Yellow,19,Cash,No,D,Avery
ORD102646,2023-10-16,CORPORATE,South,Green,19,CreditCard,No,C,Jamie
ORD102647,2023-09-12,Corporate,South,Blue,4,CreditCard,No,D,Avery
ORD102648,2023-09-17,INDIVIDUAL,East,Red,8,CreditCard,No,B,Jordan
ORD102649,2023-02-20,INDIVIDUAL,norte,Yellow,7,DebitCard,Yes,C,Jamie
ORD102650,2023-06-24,Individual,South,Blue,10,DebitCard,No,A,Riley
ORD102651,2023-07-05,individual,norte,Blue,14,Paypal,No,B,Avery
ORD102652,2023-05-13,individual,West,Blue,11,Paypal,No,A,Riley
ORD102653,2023-03-21,Individual,N,Black,17,Paypal,Yes,A,Jamie
ORD102654,2023-07-12,corporate,East,Black,6,Paypal,No,B,Riley
ORD102655,2023-11-24,INDIVIDUAL,East,Black,8,CreditCard,No,A,Avery
ORD102656,2023-01-24,corporate,South,Black,4,DebitCard,Yes,C,Alex
ORD102657,2023-12-10,corporate,West,Yellow,15,DebitCard,No,B,Riley
ORD102658,2023-11-03,Individual,West,Green,12,DebitCard,Yes,A,Jamie
ORD102659,2023-08-25,Corporate,north,Yellow,18,DebitCard,No,A,Jamie
ORD102660,2023-03-24,INDIVIDUAL,N,Blue,15,Paypal,No,D,Riley
ORD102661,2023-04-27,corporate,North,Yellow,15,CreditCard,No,D,Avery
ORD102662,2023-07-16,Individual,North,Black,17,DebitCard,No,A,Jordan
ORD102663,2023-01-10,Corporate,north,Green,19,Cash,No,B,Jordan
ORD102664,2023-03-20,Corporate,West,Red,21,CreditCard,Yes,C,Avery
ORD102665,2023-06-01,individual,North,Red,15,Cash,Yes,A,Taylor
ORD102666,2023-05-30,Individual,West,Yellow,19,CreditCard,Yes,A,Jamie
ORD102667,2023-08-11,Corporate,north,Yellow,8,CreditCard,Yes,A,Jamie
ORD102668,2023-07-09,Corporate,East,White,18,CreditCard,No,D,Casey
ORD102669,2023-05-24,individual,N,Red,4,Cash,No,B,Jamie
ORD102670,2023-08-05,Corporate,South,Black,14,DebitCard,Yes,A,Alex
ORD102671,2023-08-25,individual,East,Yellow,6,DebitCard,Yes,D,Riley
ORD102672,2023-08-28,Corporate,South,White,16,Cash,No,A,Casey
ORD102673,2023-03-14,Individual,North,Green,12,DebitCard,Yes,A,Jamie
ORD102674,2023-01-19,corporate,North,Green,13,Paypal,No,B,Alex
ORD102675,2023-07-03,individual,South,Yellow,3,DebitCard,No,D,Taylor
ORD102676,2023-02-03,individual,East,Black,7,Paypal,No,C,Casey
ORD102677,2023-08-15,Individual,East,,21,Paypal,Yes,B,Riley
ORD102678,2023-02-22,Individual,N,Blue,7,Paypal,No,C,Riley
ORD102679,2023-01-14,Corporate,South,Blue,12,Cash,Yes,D,Avery
ORD102680,2023-08-24,individual,East,White,7,DebitCard,Yes,D,Avery
ORD102681,2023-04-15,corporate,norte,Green,10,DebitCard,Yes,C,Morgan
ORD102682,2023-02-01,Individual,norte,Yellow,11,Cash,No,D,Jamie
ORD102683,2023-09-14,individual,South,Green,17,Cash,No,B,Casey
ORD102684,2023-08-26,individual,N,Blue,14,DebitCard,Yes,A,Riley
ORD102685,2023-03-04,Individual,South,Black,17,Cash,No,C,Jordan
ORD102686,2023-07-05,Individual,East,Black,4,Cash,No,A,Casey
ORD102687,2023-07-16,INDIVIDUAL,norte,Red,7,Paypal,No,C,Jordan
ORD102688,2023-05-15,INDIVIDUAL,South,Red,6,Cash,Yes,A,Jamie
ORD102689,2023-11-30,INDIVIDUAL,north,White,4,Paypal,No,A,Alex
ORD102690,2023-09-04,Corporate,West,Blue,15,CreditCard,No,B,Jordan
ORD102691,2023-09-30,Corporate,West,White,16,Paypal,Yes,A,Casey
ORD102692,2023-11-25,Individual,East,Red,12,Paypal,Yes,C,Avery
ORD102693,2023-04-28,INDIVIDUAL,West,Yellow,19,Cash,Yes,A,Casey
ORD102694,2023-09-04,CORPORATE,West,White,4,DebitCard,Yes,D,Riley
ORD102695,2023-12-07,Corporate,N,Yellow,18,CreditCard,No,A,Avery
ORD102696,2023-02-01,Corporate,South,Green,13,CreditCard,No,A,Jordan
ORD102697,2023-04-21,individual,norte,Yellow,19,CreditCard,No,D,Taylor
ORD102698,2023-02-20,corporate,East,Red,6,DebitCard,Yes,D,Riley
ORD102699,2023-09-07,corporate,West,Red,20,CreditCard,No,C,Taylor
ORD102700,2023-06-12,Corporate,N,,3,CreditCard,No,D,Taylor
ORD102701,2023-06-07,CORPORATE,South,Black,19,DebitCard,No,D,Jordan
ORD102702,2023-04-27,Individual,norte,Yellow,17,CreditCard,No,C,Jordan
ORD102703,2023-09-29,Individual,South,Red,17,Cash,Yes,C,Casey
ORD102704,2023-01-09,corporate,South,Blue,13,Cash,No,A,Jamie
ORD102705,2023-04-06,corporate,West,Blue,4,Paypal,No,B,Jamie
ORD102706,2023-08-15,Individual,north,Yellow,21,Paypal,No,C,Alex
ORD102707,2023-06-01,individual,West,Black,17,Paypal,No,D,Avery
ORD102708,2023-02-07,Individual,West,Green,16,Cash,Yes,A,Jordan
ORD102709,2023-06-04,individual,East,White,4,Cash,Yes,D,Riley
ORD102710,2023-09-15,corporate,north,Blue,20,Cash,No,C,Avery
ORD102711,2023-06-16,Corporate,South,Red,21,Paypal,No,B,Riley
ORD102712,2023-12-28,individual,East,Red,7,Paypal,No,A,Avery
ORD102713,2023-08-24,individual,South,Green,15,Paypal,Yes,C,Jamie
ORD102714,2023-12-10,Individual,East,Blue,17,Paypal,No,C,Jamie
ORD102715,2023-04-03,individual,East,White,11,Paypal,No,D,Taylor
ORD102716,2023-07-16,Corporate,South,Red,9,Paypal,No,B,Taylor
ORD102717,2023-01-26,CORPORATE,West,White,15,Cash,Yes,C,Riley
ORD102718,2023-03-24,corporate,North,Green,10,DebitCard,Yes,D,Riley
ORD102719,2023-10-16,Individual,north,,12,DebitCard,No,A,Taylor
ORD102720,2023-03-30,corporate,West,Yellow,7,Paypal,No,D,Morgan
ORD102721,2023-06-20,corporate,West,White,21,DebitCard,No,A,Avery
ORD102722,2023-05-13,corporate,West,Blue,7,DebitCard,No,D,Jamie
ORD102723,2023-07-21,INDIVIDUAL,South,Black,21,Cash,No,B,Taylor
ORD102724,2023-12-17,individual,West,White,9,Paypal,Yes,D,Taylor
ORD102725,2023-09-28,individual,north,Blue,99999,Paypal,Yes,B,Jordan
ORD102726,2023-07-26,Individual,north,Blue,4,DebitCard,Yes,B,Riley
ORD102727,2023-03-17,Individual,N,Green,18,Paypal,No,A,Casey
ORD102728,2023-08-19,individual,South,White,10,Paypal,No,D,Taylor
ORD102729,2023-04-06,INDIVIDUAL,north,Green,8,Paypal,No,D,Jordan
ORD102730,2023-10-12,corporate,North,Green,18,Paypal,Yes,D,Alex
ORD102731,2023-09-22,INDIVIDUAL,South,Blue,17,DebitCard,No,B,Taylor
ORD102732,2023-06-03,Individual,East,Blue,13,CreditCard,No,C,Casey
ORD102733,2023-01-24,CORPORATE,South,Black,14,DebitCard,No,D,Jordan
ORD102734,2023-08-18,CORPORATE,South,Blue,11,Cash,Yes,D,Casey
ORD102735,2023-08-02,corporate,West,Yellow,20,CreditCard,No,C,Taylor
ORD102736,2023-08-08,CORPORATE,East,White,13,CreditCard,No,A,Alex
ORD102737,2023-05-09,Corporate,north,Blue,13,CreditCard,No,D,Taylor
ORD102738,2023-03-11,CORPORATE,North,Yellow,21,DebitCard,No,C,Jordan
ORD102739,2023-01-06,Individual,West,Blue,11,Cash,Yes,D,Alex
ORD102740,2023-08-17,individual,north,Yellow,10,DebitCard,No,B,Alex
ORD102741,2023-12-01,Individual,East,Blue,3,Cash,No,C,Alex
ORD102742,2023-07-13,Individual,norte,Black,11,DebitCard,No,B,Morgan
ORD102743,2023-12-16,Individual,West,Red,19,DebitCard,No,C,Jordan
ORD102744,2023-04-16,Corporate,West,Green,15,DebitCard,Yes,A,Morgan
ORD102745,2023-03-15,corporate,West,Yellow,21,CreditCard,Yes,B,Casey
ORD102746,2023-09-02,Corporate,East,Blue,11,DebitCard,No,D,Alex
ORD102747,2023-02-04,Individual,West,Black,7,Cash,Yes,C,Morgan
ORD102748,2023-12-28,corporate,West,Red,10,Cash,No,D,Taylor
ORD102749,2023-04-16,Corporate,South,Yellow,10,Cash,Yes,A,Morgan
ORD102750,2023-06-23,individual,South,Blue,7,CreditCard,Yes,C,Jamie
ORD102751,2023-04-17,Corporate,South,Yellow,20,DebitCard,No,A,Casey
ORD102752,2023-10-08,individual,South,Blue,16,DebitCard,Yes,C,Alex
ORD102753,2023-07-25,individual,norte,Green,16,Paypal,No,B,Alex
ORD102754,2023-09-01,CORPORATE,East,Red,12,CreditCard,No,D,Riley
ORD102755,2023-08-02,individual,East,Black,8,Cash,No,B,Avery
ORD102756,2023-12-21,INDIVIDUAL,West,Red,5,Cash,No,B,Casey
ORD102757,2023-03-12,corporate,East,White,4,DebitCard,Yes,B,Casey
ORD102758,2023-07-03,Corporate,South,White,16,Cash,No,B,Jordan
ORD102759,2023-11-06,Individual,East,Blue,18,DebitCard,No,C,Taylor
ORD102760,2023-03-06,Individual,norte,Yellow,192,DebitCard,No,D,Riley
ORD102761,2023-04-22,Individual,West,Blue,6,Paypal,No,C,Casey
ORD102762,2023-09-28,Corporate,West,Red,18,CreditCard,No,C,Riley
ORD102763,2023-08-09,INDIVIDUAL,West,Black,18,DebitCard,No,C,Casey
ORD102764,2023-09-16,Individual,East,Yellow,15,DebitCard,No,B,Riley
ORD102765,2023-09-01,CORPORATE,East,Yellow,15,DebitCard,Yes,A,Jordan
ORD102766,2023-11-07,Corporate,South,Red,10,Paypal,Yes,B,Casey
ORD102767,2023-01-27,individual,South,Red,8,DebitCard,No,C,Morgan
ORD102768,2023-07-28,Corporate,East,Blue,13,CreditCard,Yes,B,Jamie
ORD102769,2023-12-10,Corporate,South,Black,5,CreditCard,Yes,D,Jamie
ORD102770,2023-12-22,Individual,West,Green,5,Cash,Yes,D,Jamie
ORD102771,2023-01-16,individual,West,Black,3,CreditCard,No,B,Casey
ORD102772,2023-05-15,corporate,norte,Red,16,Cash,No,B,Riley
ORD102773,2023-09-22,INDIVIDUAL,South,Red,5,CreditCard,No,A,Jamie
ORD102774,2023-09-25,Corporate,West,Red,7,Cash,No,B,Taylor
ORD102775,2023-07-21,INDIVIDUAL,N,Blue,23,DebitCard,No,B,Morgan
ORD102776,2023-10-30,Individual,South,Red,4,Paypal,No,A,Jamie
ORD102777,2023-12-14,Individual,South,Black,14,Paypal,No,B,Alex
ORD102778,2023-04-30,INDIVIDUAL,East,White,14,Paypal,No,B,Casey
ORD102779,2023-04-01,Individual,norte,Green,5,DebitCard,No,B,Morgan
ORD102780,2023-01-30,Individual,East,Green,12,Paypal,No,B,Taylor
ORD102781,2023-12-22,corporate,West,Blue,4,CreditCard,No,B,Jamie
ORD102782,2023-06-21,CORPORATE,South,White,64,Cash,No,C,Taylor
ORD102783,2023-07-09,corporate,East,Blue,22,DebitCard,No,B,Casey
ORD102784,2023-05-01,corporate,West,White,9,Paypal,No,A,Jamie
ORD102785,2023-05-13,individual,north,Green,15,CreditCard,No,B,Alex
ORD102786,2023-01-04,CORPORATE,South,Red,18,CreditCard,No,C,Morgan
ORD102787,2023-06-27,Individual,East,White,21,DebitCard,No,A,Riley
ORD102788,2023-01-14,CORPORATE,north,Blue,19,DebitCard,No,A,Alex
ORD102789,2023-12-18,CORPORATE,North,Yellow,12,Paypal,No,B,Jamie
ORD102790,2023-09-26,Corporate,West,Green,17,Cash,No,D,Jordan
ORD102791,2023-11-06,CORPORATE,West,Red,11,Paypal,No,C,Avery
ORD102792,2023-03-16,Corporate,East,Green,19,Paypal,No,D,Morgan
ORD102793,2023-08-31,individual,north,Yellow,10,DebitCard,No,B,Taylor
ORD102794,2023-04-13,INDIVIDUAL,East,Black,4,Paypal,No,C,Jamie
ORD102795,2023-10-23,Corporate,West,Blue,13,Paypal,No,D,Alex
ORD102796,2023-08-03,Individual,norte,White,18,Cash,No,C,Casey
ORD102797,2023-02-12,Corporate,South,Blue,14,CreditCard,Yes,B,Riley
ORD102798,2023-06-17,CORPORATE,South,Red,12,CreditCard,No,C,Jordan
ORD102799,2023-11-02,Individual,East,Red,15,Cash,No,B,Riley
ORD102800,2023-08-19,corporate,norte,Blue,10,CreditCard,No,D,Casey
ORD102801,2023-08-08,CORPORATE,West,Blue,12,Paypal,No,C,Jamie
ORD102802,2023-05-12,CORPORATE,North,,9,Cash,Yes,A,Avery
ORD102803,2023-01-05,CORPORATE,N,Red,7,Cash,No,B,Taylor
ORD102804,2023-06-10,Corporate,South,Blue,4,DebitCard,No,C,Alex
ORD102805,2023-04-09,CORPORATE,East,Blue,21,CreditCard,Yes,A,Morgan
ORD102806,2023-12-16,corporate,north,Black,7,DebitCard,No,A,Jordan
ORD102807,2023-12-02,Individual,N,White,17,Paypal,No,A,Jamie
ORD102808,2023-06-14,INDIVIDUAL,North,Red,5,Cash,No,A,Jamie
ORD102809,2023-07-30,Corporate,South,Blue,13,Paypal,Yes,B,Jamie
ORD102810,2023-08-19,individual,East,Red,21,CreditCard,No,C,Jamie
ORD102811,2023-01-30,Corporate,norte,Blue,18,DebitCard,No,A,Alex
ORD102812,2023-08-31,Corporate,East,Blue,6,CreditCard,Yes,C,Morgan
ORD102813,2023-09-14,Individual,South,Green,20,Paypal,Yes,C,Taylor
ORD102814,2023-11-01,Corporate,South,Red,12,DebitCard,Yes,D,Jordan
ORD102815,2023-08-26,corporate,South,Green,9,CreditCard,No,C,Riley
ORD102816,2023-09-13,INDIVIDUAL,norte,Red,4,Paypal,Yes,B,Avery
ORD102817,2023-12-30,Individual,West,White,15,CreditCard,Yes,B,Jamie
ORD102818,2023-06-23,Individual,East,White,5,Cash,No,A,Casey
ORD102819,2023-06-26,individual,West,Yellow,11,DebitCard,No,C,Jamie
ORD102820,2023-05-11,CORPORATE,West,Red,18,DebitCard,No,B,Morgan
ORD102821,2023-03-23,Individual,West,Red,15,DebitCard,No,B,Morgan
ORD102822,2023-08-12,Corporate,East,Green,13,Cash,Yes,B,Avery
ORD102823,2023-02-09,Individual,East,Black,13,DebitCard,No,A,Alex
ORD102824,2023-10-28,individual,N,Green,16,Cash,Yes,B,Alex
ORD102825,2023-12-27,corporate,West,White,21,DebitCard,No,C,Casey
ORD102826,2023-01-15,Corporate,South,White,8,CreditCard,No,B,Casey
ORD102827,2023-05-04,Individual,North,Red,-5,CreditCard,Yes,B,Alex
ORD102828,2023-09-27,INDIVIDUAL,North,Yellow,16,CreditCard,No,A,Jordan
ORD102829,2023-05-13,Individual,South,Blue,13,CreditCard,No,C,Casey
ORD102830,2023-03-17,INDIVIDUAL,South,Blue,7,Cash,Yes,B,Alex
ORD102831,2023-04-03,Corporate,South,Green,18,Paypal,No,C,Jamie
ORD102832,2023-09-02,Individual,West,Blue,9,Paypal,No,C,Alex
ORD102833,2023-04-18,individual,South,White,16,CreditCard,No,B,Riley
ORD102834,2023-07-26,individual,East,Blue,3,Paypal,No,A,Jordan
ORD102835,2023-03-08,CORPORATE,West,Green,13,Paypal,No,C,Alex
ORD102836,2023-08-22,CORPORATE,South,Yellow,14,DebitCard,Yes,D,Alex
ORD102837,2023-04-16,Individual,East,Yellow,6,Cash,Yes,B,Jamie
ORD102838,2023-04-03,corporate,East,Red,19,CreditCard,No,C,Casey
ORD102839,2023-01-31,individual,East,White,7,Paypal,Yes,C,Jamie
ORD102840,2023-12-28,individual,North,Yellow,19,Paypal,No,C,Riley
ORD102841,2023-04-01,corporate,East,Green,15,CreditCard,No,B,Riley
ORD102842,2023-03-31,CORPORATE,East,Blue,21,DebitCard,Yes,D,Avery
ORD102843,2023-11-26,CORPORATE,West,Green,9,CreditCard,Yes,C,Jamie
ORD102844,2023-03-17,Corporate,West,Black,4,DebitCard,No,C,Alex
ORD102845,2023-09-04,individual,South,Yellow,21,Paypal,No,A,Jamie
ORD102846,2023-02-22,corporate,north,White,20,Cash,No,B,Morgan
ORD102847,2023-02-24,individual,West,Green,255,DebitCard,No,B,Taylor
ORD102848,2023-02-08,Corporate,West,Blue,13,DebitCard,Yes,C,Taylor
ORD102849,2023-08-26,individual,South,Blue,21,CreditCard,No,A,Jamie
ORD102850,2023-07-09,Corporate,East,Red,5,Paypal,Yes,C,Casey
ORD102851,2023-11-30,individual,N,Yellow,16,Cash,No,C,Jordan
ORD102852,2023-09-08,Individual,South,Black,21,CreditCard,No,B,Riley
ORD102853,2023-08-07,CORPORATE,East,Red,13,CreditCard,No,A,Jamie
ORD102854,2023-11-07,Individual,East,Green,10,Cash,No,C,Casey
ORD102855,2023-03-03,Corporate,West,Green,12,Paypal,No,B,Jamie
ORD102856,2023-09-09,Individual,West,Green,4,Cash,No,C,Alex
ORD102857,2023-02-24,Individual,East,Red,21,CreditCard,No,C,Riley
ORD102858,2023-08-05,Individual,West,Blue,11,CreditCard,No,A,Riley
ORD102859,2023-03-26,Individual,norte,Blue,99999,DebitCard,Yes,A,Casey
ORD102860,2023-01-30,corporate,South,Blue,10,Cash,No,A,Riley
ORD102861,2023-05-31,individual,West,Blue,17,Cash,Yes,C,Jordan
ORD102862,2023-03-22,CORPORATE,West,Blue,3,Cash,Yes,D,Jamie
ORD102863,2023-11-12,Corporate,East,Yellow,5,CreditCard,Yes,A,Morgan
ORD102864,2023-10-06,INDIVIDUAL,West,Red,11,Paypal,No,D,Casey
ORD102865,2023-07-10,Corporate,South,,20,CreditCard,Yes,D,Taylor
ORD102866,2023-02-28,Corporate,South,Blue,3,DebitCard,No,D,Casey
ORD102867,2023-05-28,corporate,N,Red,12,CreditCard,No,B,Avery
ORD102868,2023-05-18,individual,West,Red,4,CreditCard,Yes,C,Morgan
ORD102869,2023-10-10,individual,north,Blue,21,CreditCard,No,A,Riley
ORD102870,2023-07-26,corporate,East,White,20,DebitCard,Yes,C,Avery
ORD102871,2023-10-23,CORPORATE,West,Blue,6,Cash,No,C,Morgan
ORD102872,2023-10-11,corporate,East,White,15,Paypal,No,B,Riley
ORD102873,2023-04-30,INDIVIDUAL,West,White,13,Paypal,No,B,Morgan
ORD102874,2023-01-17,corporate,North,Green,9,DebitCard,Yes,B,Jordan
ORD102875,2023-07-11,INDIVIDUAL,West,Green,16,Cash,No,C,Jordan
ORD102876,2023-03-31,INDIVIDUAL,West,Yellow,10,Cash,No,D,Casey
ORD102877,2023-02-23,Individual,West,Red,3,DebitCard,No,C,Avery
ORD102878,2023-08-06,Corporate,West,Yellow,11,CreditCard,No,B,Jordan
ORD102879,2023-10-24,Individual,West,Blue,12,Cash,Yes,C,Taylor
ORD102880,2023-01-05,individual,West,Blue,16,Paypal,No,B,Avery
ORD102881,2023-04-17,corporate,N,Green,16,DebitCard,No,B,Riley
ORD102882,2023-10-27,Individual,N,Green,8,Paypal,Yes,A,Alex
ORD102883,2023-04-02,Individual,East,White,12,CreditCard,No,D,Casey
ORD102884,2023-04-06,Individual,West,Blue,20,DebitCard,No,B,Jamie
ORD102885,2023-01-16,CORPORATE,West,Black,5,Paypal,No,A,Jamie
ORD102886,2023-04-03,Corporate,East,Red,7,Paypal,Yes,D,Casey
ORD102887,2023-07-31,INDIVIDUAL,norte,Red,3,CreditCard,Yes,B,Alex
ORD102888,2023-10-19,corporate,South,Red,5,DebitCard,No,D,Jamie
ORD102889,2023-10-09,corporate,West,Green,11,Cash,No,D,Casey
ORD102890,2023-01-08,individual,North,Blue,6,Cash,Yes,C,Casey
ORD102891,2023-02-18,Corporate,South,Green,13,Paypal,No,A,Morgan
ORD102892,2023-05-17,corporate,East,Black,20,CreditCard,Yes,D,Taylor
ORD102893,2023-04-05,Corporate,North,Green,6,Paypal,No,C,Avery
ORD102894,2023-12-14,Individual,South,Green,11,CreditCard,No,D,Jamie
ORD102895,2023-07-23,corporate,East,White,14,Cash,No,C,Taylor
ORD102896,2023-05-18,Corporate,North,Black,14,Paypal,No,B,Riley
ORD102897,2023-09-11,individual,South,Green,9,Paypal,No,B,Casey
ORD102898,2023-02-09,INDIVIDUAL,West,Red,11,CreditCard,No,C,Alex
ORD102899,2023-02-01,Individual,East,White,5,DebitCard,No,B,Casey
ORD102900,2023-08-05,Individual,N,Yellow,105,CreditCard,No,B,Jamie
ORD102901,2023-10-07,corporate,N,Red,8,DebitCard,Yes,B,Taylor
ORD102902,2023-01-13,Individual,East,Red,20,Cash,No,D,Morgan
ORD102903,2023-02-06,INDIVIDUAL,East,Black,14,Paypal,Yes,C,Avery
ORD102904,2023-08-19,Corporate,South,Blue,15,Paypal,No,A,Morgan
ORD102905,2023-08-26,Individual,West,,16,CreditCard,Yes,A,Casey
ORD102906,2023-01-10,CORPORATE,West,Blue,19,CreditCard,No,C,Alex
ORD102907,2023-04-21,Individual,N,Black,15,Cash,Yes,D,Riley
ORD102908,2023-02-11,individual,North,Red,9,Cash,Yes,B,Avery
ORD102909,2023-07-24,individual,N,Green,18,DebitCard,Yes,B,Jordan
ORD102910,2023-04-10,Individual,West,White,5,Cash,No,D,Jamie
ORD102911,2023-08-17,Individual,N,Green,138,Cash,No,A,Casey
ORD102912,2023-01-21,Corporate,East,Green,18,Cash,No,C,Morgan
ORD102913,2023-06-25,CORPORATE,N,Blue,17,Cash,Yes,C,Morgan
ORD102914,2023-12-17,Individual,East,Blue,14,DebitCard,No,D,Alex
ORD102915,2023-01-06,Corporate,norte,Red,4,Cash,No,B,Morgan
ORD102916,2023-01-17,corporate,East,Yellow,9,DebitCard,Yes,B,Jamie
ORD102917,2023-05-30,corporate,North,Blue,99999,CreditCard,No,B,Alex
ORD102918,2023-10-26,INDIVIDUAL,norte,Blue,14,Paypal,No,C,Taylor
ORD102919,2023-04-12,individual,norte,Green,16,CreditCard,No,A,Alex
ORD102920,2023-04-17,individual,West,Yellow,3,Cash,No,C,Riley
ORD102921,2023-04-05,Corporate,East,Black,17,Paypal,No,D,Jamie
ORD102922,2023-07-31,corporate,South,Blue,6,Cash,Yes,C,Riley
ORD102923,2023-08-23,Individual,East,Blue,20,Cash,No,D,Jamie
